"CubeId";"babilhypisdpua"
"PublishingDate";"2020-09-24 09:00"

"Date";"INLANDAUSLAND";"BANKENGRUPPE";"Value"
"2007";"GL";"S10";"3116.622"
"2007";"GL";"G10";"1793.627"
"2007";"GL";"G15";"576.752"
"2007";"GL";"G20";"278.382"
"2007";"GL";"G25";"298.13"
"2007";"ZG";"S10";"13181.862"
"2007";"ZG";"G10";"7216.301"
"2007";"ZG";"G15";"3119.829"
"2007";"ZG";"G20";"154.539"
"2007";"ZG";"G25";"2121.958"
"2007";"FR";"S10";"20514.629"
"2007";"FR";"G10";"6756.846"
"2007";"FR";"G15";"6539.947"
"2007";"FR";"G20";"1555.567"
"2007";"FR";"G25";"4639.374"
"2007";"SO";"S10";"23448.685"
"2007";"SO";"G10";"2665.488"
"2007";"SO";"G15";"6539.759"
"2007";"SO";"G20";"6187.285"
"2007";"SO";"G25";"6410.721"
"2007";"BS";"S10";"12880.276"
"2007";"BS";"G10";"5206.718"
"2007";"BS";"G15";"4819.588"
"2007";"BS";"G20";"185.026"
"2007";"BS";"G25";"485.199"
"2007";"BL";"S10";"26551.242"
"2007";"BL";"G10";"12450.65"
"2007";"BL";"G15";"7953.3"
"2007";"BL";"G20";"884.237"
"2007";"BL";"G25";"2317.773"
"2007";"SH";"S10";"6786.777"
"2007";"SH";"G10";"2874.277"
"2007";"SH";"G15";"1711.805"
"2007";"SH";"G20";"1379.597"
"2007";"SH";"G25";"420.632"
"2007";"AR";"S10";"4400.144"
"2007";"AR";"G10";"1287.484"
"2007";"AR";"G15";"1642.203"
"2007";"AR";"G20";"291.235"
"2007";"AR";"G25";"993.202"
"2007";"AI";"S10";"1297.748"
"2007";"AI";"G10";"981.203"
"2007";"AI";"G15";"111.536"
"2007";"AI";"G20";"17.299"
"2007";"AI";"G25";"176.305"
"2007";"SG";"S10";"39048.169"
"2007";"SG";"G10";"12807.156"
"2007";"SG";"G15";"7754.988"
"2007";"SG";"G20";"4016.334"
"2007";"SG";"G25";"11487.766"
"2007";"GR";"S10";"21785.024"
"2007";"GR";"G10";"10191.893"
"2007";"GR";"G15";"6944.118"
"2007";"GR";"G20";"234.78"
"2007";"GR";"G25";"3290.77"
"2007";"AG";"S10";"59162.509"
"2007";"AG";"G10";"13656.137"
"2007";"AG";"G15";"13056.271"
"2007";"AG";"G20";"18186.193"
"2007";"AG";"G25";"11140.115"
"2007";"TG";"S10";"23639.609"
"2007";"TG";"G10";"11750.873"
"2007";"TG";"G15";"4714.971"
"2007";"TG";"G20";"323.587"
"2007";"TG";"G25";"6010.659"
"2007";"TI";"S10";"30151.58"
"2007";"TI";"G10";"5358.838"
"2007";"TI";"G15";"12566.939"
"2007";"TI";"G20";"163.408"
"2007";"TI";"G25";"6230.15"
"2007";"VD";"S10";"50113.694"
"2007";"VD";"G10";"17289.847"
"2007";"VD";"G15";"22460.569"
"2007";"VD";"G20";"1138.935"
"2007";"VD";"G25";"4424.892"
"2007";"VS";"S10";"22026.807"
"2007";"VS";"G10";"5477.322"
"2007";"VS";"G15";"8856.625"
"2007";"VS";"G20";"193.545"
"2007";"VS";"G25";"6286.673"
"2007";"NE";"S10";"9880.308"
"2007";"NE";"G10";"3981.402"
"2007";"NE";"G15";"4022.082"
"2007";"NE";"G20";"51.404"
"2007";"NE";"G25";"980.126"
"2007";"GE";"S10";"31311.743"
"2007";"GE";"G10";"6234.931"
"2007";"GE";"G15";"18313.71"
"2007";"GE";"G20";"117.674"
"2007";"GE";"G25";"1845.786"
"2007";"JU";"S10";"5238.208"
"2007";"JU";"G10";"1291.656"
"2007";"JU";"G15";"1552.56"
"2007";"JU";"G20";"688.3"
"2007";"JU";"G25";"1574.511"
"2008";"CHE1";"S10";"688042.921"
"2008";"CHE1";"G10";"229947.991"
"2008";"CHE1";"G15";"228091.03"
"2008";"CHE1";"G20";"70237.816"
"2008";"CHE1";"G25";"101434.994"
"2008";"ZH";"S10";"131529.718"
"2008";"ZH";"G10";"53411.081"
"2008";"ZH";"G15";"51277.53"
"2008";"ZH";"G20";"8633.748"
"2008";"ZH";"G25";"6016.836"
"2008";"BE";"S10";"77255.169"
"2008";"BE";"G10";"13973.963"
"2008";"BE";"G15";"28314.931"
"2008";"BE";"G20";"18716.056"
"2008";"BE";"G25";"9556.879"
"2008";"LU";"S10";"32572.45"
"2008";"LU";"G10";"13962.622"
"2008";"LU";"G15";"7299.406"
"2008";"LU";"G20";"4346.947"
"2008";"LU";"G25";"5631.092"
"2008";"UR";"S10";"2869.733"
"2008";"UR";"G10";"1590.596"
"2008";"UR";"G15";"491.861"
"2008";"UR";"G20";"17.352"
"2008";"UR";"G25";"742.389"
"2008";"SZ";"S10";"16129.443"
"2008";"SZ";"G10";"8736.823"
"2008";"SZ";"G15";"3265.031"
"2008";"SZ";"G20";"1069.847"
"2008";"SZ";"G25";"1938.714"
"2008";"OW";"S10";"3310.034"
"2008";"OW";"G10";"2065.924"
"2008";"OW";"G15";"467.392"
"2008";"OW";"G20";"124.229"
"2008";"OW";"G25";"611.922"
"2008";"NW";"S10";"3927.599"
"2008";"NW";"G10";"2093.379"
"2008";"NW";"G15";"781.921"
"2008";"NW";"G20";"26.194"
"2008";"NW";"G25";"913.005"
"2008";"GL";"S10";"3167.852"
"2008";"GL";"G10";"1787.093"
"2008";"GL";"G15";"573.86"
"2008";"GL";"G20";"300.665"
"2008";"GL";"G25";"328.092"
"2008";"ZG";"S10";"13562.411"
"2008";"ZG";"G10";"7182.123"
"2008";"ZG";"G15";"3310.097"
"2008";"ZG";"G20";"241.298"
"2008";"ZG";"G25";"2218.247"
"2008";"FR";"S10";"21467.12"
"2008";"FR";"G10";"7194.406"
"2008";"FR";"G15";"6570.338"
"2008";"FR";"G20";"1562.706"
"2008";"FR";"G25";"5032.517"
"2008";"SO";"S10";"23916.613"
"2008";"SO";"G10";"2874.58"
"2008";"SO";"G15";"6433.133"
"2008";"SO";"G20";"6299.92"
"2008";"SO";"G25";"6629.439"
"2008";"BS";"S10";"13255.581"
"2008";"BS";"G10";"5391.442"
"2008";"BS";"G15";"4909.175"
"2008";"BS";"G20";"209.182"
"2008";"BS";"G25";"557.213"
"2008";"BL";"S10";"27336.972"
"2008";"BL";"G10";"12589.455"
"2008";"BL";"G15";"8174.817"
"2008";"BL";"G20";"951.775"
"2008";"BL";"G25";"2512.534"
"2008";"SH";"S10";"6811.412"
"2008";"SH";"G10";"2787.741"
"2008";"SH";"G15";"1730.248"
"2008";"SH";"G20";"1414.14"
"2008";"SH";"G25";"443.82"
"2008";"AR";"S10";"4318.904"
"2008";"AR";"G10";"1163.084"
"2008";"AR";"G15";"1597.578"
"2008";"AR";"G20";"300.236"
"2008";"AR";"G25";"1066.452"
"2008";"AI";"S10";"1268.931"
"2008";"AI";"G10";"940.017"
"2008";"AI";"G15";"116.377"
"2008";"AI";"G20";"19.094"
"2008";"AI";"G25";"182.352"
"2008";"SG";"S10";"40449.275"
"2008";"SG";"G10";"13511.403"
"2008";"SG";"G15";"7715.507"
"2008";"SG";"G20";"4201.189"
"2008";"SG";"G25";"11948.628"
"2008";"GR";"S10";"22304.248"
"2008";"GR";"G10";"10288.712"
"2008";"GR";"G15";"7042.547"
"2008";"GR";"G20";"239.831"
"2008";"GR";"G25";"3477.546"
"2008";"AG";"S10";"61255.101"
"2008";"AG";"G10";"14095.168"
"2008";"AG";"G15";"13278.972"
"2008";"AG";"G20";"18570.543"
"2008";"AG";"G25";"11895.298"
"2008";"TG";"S10";"24824.215"
"2008";"TG";"G10";"12308.562"
"2008";"TG";"G15";"4822.208"
"2008";"TG";"G20";"395"
"2008";"TG";"G25";"6379.764"
"2008";"TI";"S10";"31661.053"
"2008";"TI";"G10";"5517.423"
"2008";"TI";"G15";"12645.998"
"2008";"TI";"G20";"170.327"
"2008";"TI";"G25";"6745.627"
"2008";"VD";"S10";"52297.718"
"2008";"VD";"G10";"18041.628"
"2008";"VD";"G15";"23144.112"
"2008";"VD";"G20";"1265.322"
"2008";"VD";"G25";"5043.033"
"2008";"VS";"S10";"22943.194"
"2008";"VS";"G10";"5793.092"
"2008";"VS";"G15";"8830.885"
"2008";"VS";"G20";"190.463"
"2008";"VS";"G25";"6791.774"
"2008";"NE";"S10";"10300.994"
"2008";"NE";"G10";"4343.929"
"2008";"NE";"G15";"3969.245"
"2008";"NE";"G20";"55.752"
"2008";"NE";"G25";"1057.797"
"2008";"GE";"S10";"33925.145"
"2008";"GE";"G10";"6979.048"
"2008";"GE";"G15";"19788.298"
"2008";"GE";"G20";"182.282"
"2008";"GE";"G25";"2075.088"
"2008";"JU";"S10";"5382.036"
"2008";"JU";"G10";"1324.697"
"2008";"JU";"G15";"1539.563"
"2008";"JU";"G20";"733.718"
"2008";"JU";"G25";"1638.936"
"2009";"CHE1";"S10";"723515.274"
"2009";"CHE1";"G10";"245789.262"
"2009";"CHE1";"G15";"231251.202"
"2009";"CHE1";"G20";"73761.73"
"2009";"CHE1";"G25";"110678.088"
"2009";"ZH";"S10";"142135.316"
"2009";"ZH";"G10";"58527.597"
"2009";"ZH";"G15";"53674.329"
"2009";"ZH";"G20";"9454.559"
"2009";"ZH";"G25";"7132.572"
"2009";"BE";"S10";"79415.463"
"2009";"BE";"G10";"14773.218"
"2009";"BE";"G15";"27908.545"
"2009";"BE";"G20";"19646.187"
"2009";"BE";"G25";"10426.048"
"2009";"LU";"S10";"33661.895"
"2009";"LU";"G10";"14480.757"
"2009";"LU";"G15";"7184.616"
"2009";"LU";"G20";"4568.609"
"2009";"LU";"G25";"6048.828"
"2009";"UR";"S10";"2994.437"
"2009";"UR";"G10";"1645.471"
"2009";"UR";"G15";"499.825"
"2009";"UR";"G20";"17.627"
"2009";"UR";"G25";"806.873"
"2009";"SZ";"S10";"16980.715"
"2009";"SZ";"G10";"9100.152"
"2009";"SZ";"G15";"3321.503"
"2009";"SZ";"G20";"1201.859"
"2009";"SZ";"G25";"2092.554"
"2009";"OW";"S10";"3484.822"
"2009";"OW";"G10";"2196.2"
"2009";"OW";"G15";"469.189"
"2009";"OW";"G20";"124.118"
"2009";"OW";"G25";"649.319"
"2009";"NW";"S10";"4059.319"
"2009";"NW";"G10";"2161.71"
"2009";"NW";"G15";"784.017"
"2009";"NW";"G20";"44.46"
"2009";"NW";"G25";"946.58"
"2009";"GL";"S10";"3250.42"
"2009";"GL";"G10";"1793.635"
"2009";"GL";"G15";"562.858"
"2009";"GL";"G20";"318.237"
"2009";"GL";"G25";"361.873"
"2009";"ZG";"S10";"14496.333"
"2009";"ZG";"G10";"7683.389"
"2009";"ZG";"G15";"3469.824"
"2009";"ZG";"G20";"306.251"
"2009";"ZG";"G25";"2405.224"
"2009";"FR";"S10";"22442.415"
"2009";"FR";"G10";"7768.26"
"2009";"FR";"G15";"6554.578"
"2009";"FR";"G20";"1418.233"
"2009";"FR";"G25";"5482.245"
"2009";"SO";"S10";"24948.138"
"2009";"SO";"G10";"3266.413"
"2009";"SO";"G15";"6397.317"
"2009";"SO";"G20";"6506.02"
"2009";"SO";"G25";"6922.929"
"2009";"BS";"S10";"14063.958"
"2009";"BS";"G10";"6218.888"
"2009";"BS";"G15";"4679.562"
"2009";"BS";"G20";"199.447"
"2009";"BS";"G25";"665.222"
"2009";"BL";"S10";"28293.092"
"2009";"BL";"G10";"13152.235"
"2009";"BL";"G15";"8097.357"
"2009";"BL";"G20";"1021.776"
"2009";"BL";"G25";"2753.601"
"2009";"SH";"S10";"7042.399"
"2009";"SH";"G10";"2944.783"
"2009";"SH";"G15";"1721.303"
"2009";"SH";"G20";"1449.221"
"2009";"SH";"G25";"463.721"
"2009";"AR";"S10";"4524.502"
"2009";"AR";"G10";"1264.47"
"2009";"AR";"G15";"1582.345"
"2009";"AR";"G20";"305.665"
"2009";"AR";"G25";"1190.1"
"2009";"AI";"S10";"1357.772"
"2009";"AI";"G10";"983.949"
"2009";"AI";"G15";"123.956"
"2009";"AI";"G20";"38.176"
"2009";"AI";"G25";"193.709"
"2009";"SG";"S10";"42193.727"
"2009";"SG";"G10";"14489.904"
"2009";"SG";"G15";"7611.596"
"2009";"SG";"G20";"4279.602"
"2009";"SG";"G25";"12670.13"
"2009";"GR";"S10";"23600.205"
"2009";"GR";"G10";"10871.399"
"2009";"GR";"G15";"7258.511"
"2009";"GR";"G20";"274.671"
"2009";"GR";"G25";"3731.344"
"2009";"AG";"S10";"63424.499"
"2009";"AG";"G10";"14930.659"
"2009";"AG";"G15";"12948.598"
"2009";"AG";"G20";"19268.137"
"2009";"AG";"G25";"12733.577"
"2009";"TG";"S10";"25235.779"
"2009";"TG";"G10";"12158.519"
"2009";"TG";"G15";"4784.9"
"2009";"TG";"G20";"451.084"
"2009";"TG";"G25";"6863.382"
"2009";"TI";"S10";"33619.157"
"2009";"TI";"G10";"5968.307"
"2009";"TI";"G15";"12613.013"
"2009";"TI";"G20";"201.419"
"2009";"TI";"G25";"7565.961"
"2009";"VD";"S10";"56041.173"
"2009";"VD";"G10";"19767.953"
"2009";"VD";"G15";"24251.728"
"2009";"VD";"G20";"1332.845"
"2009";"VD";"G25";"5769.126"
"2009";"VS";"S10";"24755.865"
"2009";"VS";"G10";"6292.599"
"2009";"VS";"G15";"9386.346"
"2009";"VS";"G20";"227.347"
"2009";"VS";"G25";"7448.991"
"2009";"NE";"S10";"10852.489"
"2009";"NE";"G10";"4772.519"
"2009";"NE";"G15";"3905.207"
"2009";"NE";"G20";"84.926"
"2009";"NE";"G25";"1172.421"
"2009";"GE";"S10";"35090.994"
"2009";"GE";"G10";"7180.707"
"2009";"GE";"G15";"19970.594"
"2009";"GE";"G20";"265.737"
"2009";"GE";"G25";"2419.462"
"2009";"JU";"S10";"5550.39"
"2009";"JU";"G10";"1395.569"
"2009";"JU";"G15";"1489.585"
"2009";"JU";"G20";"755.517"
"2009";"JU";"G25";"1762.296"
"2010";"CHE1";"S10";"756924.412"
"2010";"CHE1";"G10";"260118.764"
"2010";"CHE1";"G15";"234008.886"
"2010";"CHE1";"G20";"77487.308"
"2010";"CHE1";"G25";"119595.074"
"2010";"ZH";"S10";"146722.028"
"2010";"ZH";"G10";"61190.703"
"2010";"ZH";"G15";"54134.873"
"2010";"ZH";"G20";"9794.321"
"2010";"ZH";"G25";"8063.431"
"2010";"BE";"S10";"82568.736"
"2010";"BE";"G10";"15579.54"
"2010";"BE";"G15";"28013.512"
"2010";"BE";"G20";"20614.79"
"2010";"BE";"G25";"11311.043"
"2010";"LU";"S10";"35148.827"
"2010";"LU";"G10";"15330.491"
"2010";"LU";"G15";"7219.605"
"2010";"LU";"G20";"4730.68"
"2010";"LU";"G25";"6451.351"
"2010";"UR";"S10";"3073.4"
"2010";"UR";"G10";"1677.71"
"2010";"UR";"G15";"501.436"
"2010";"UR";"G20";"20.413"
"2010";"UR";"G25";"846.315"
"2010";"SZ";"S10";"17769.248"
"2010";"SZ";"G10";"9650.063"
"2010";"SZ";"G15";"3366.649"
"2010";"SZ";"G20";"1208.603"
"2010";"SZ";"G25";"2251.446"
"2010";"OW";"S10";"3671.505"
"2010";"OW";"G10";"2352.729"
"2010";"OW";"G15";"450.339"
"2010";"OW";"G20";"139.065"
"2010";"OW";"G25";"680.771"
"2010";"NW";"S10";"4252.165"
"2010";"NW";"G10";"2288.752"
"2010";"NW";"G15";"776.604"
"2010";"NW";"G20";"51.41"
"2010";"NW";"G25";"1009.129"
"2010";"GL";"S10";"3372.509"
"2010";"GL";"G10";"1860.492"
"2010";"GL";"G15";"538.752"
"2010";"GL";"G20";"347.1"
"2010";"GL";"G25";"385.62"
"2010";"ZG";"S10";"15292.019"
"2010";"ZG";"G10";"8232.471"
"2010";"ZG";"G15";"3586.033"
"2010";"ZG";"G20";"247.482"
"2010";"ZG";"G25";"2540.233"
"2010";"FR";"S10";"23807.58"
"2010";"FR";"G10";"8447.339"
"2010";"FR";"G15";"6549.38"
"2010";"FR";"G20";"1469.25"
"2010";"FR";"G25";"5966.363"
"2010";"SO";"S10";"26230.462"
"2010";"SO";"G10";"3788.595"
"2010";"SO";"G15";"6340.756"
"2010";"SO";"G20";"6908.407"
"2010";"SO";"G25";"7225.611"
"2010";"BS";"S10";"14820.033"
"2010";"BS";"G10";"6533.367"
"2010";"BS";"G15";"4729.121"
"2010";"BS";"G20";"261.599"
"2010";"BS";"G25";"740.572"
"2010";"BL";"S10";"29270.146"
"2010";"BL";"G10";"13639.497"
"2010";"BL";"G15";"8102.299"
"2010";"BL";"G20";"1036.761"
"2010";"BL";"G25";"3012.37"
"2010";"SH";"S10";"7343.136"
"2010";"SH";"G10";"3056.499"
"2010";"SH";"G15";"1748.975"
"2010";"SH";"G20";"1522.223"
"2010";"SH";"G25";"491.533"
"2010";"AR";"S10";"4718.054"
"2010";"AR";"G10";"1342.891"
"2010";"AR";"G15";"1571.84"
"2010";"AR";"G20";"324.268"
"2010";"AR";"G25";"1299.61"
"2010";"AI";"S10";"1397.904"
"2010";"AI";"G10";"1029.556"
"2010";"AI";"G15";"122.769"
"2010";"AI";"G20";"27.377"
"2010";"AI";"G25";"208.028"
"2010";"SG";"S10";"43907.079"
"2010";"SG";"G10";"15115.395"
"2010";"SG";"G15";"7555.781"
"2010";"SG";"G20";"4555.78"
"2010";"SG";"G25";"13374.266"
"2010";"GR";"S10";"24855.703"
"2010";"GR";"G10";"11525.652"
"2010";"GR";"G15";"7394.11"
"2010";"GR";"G20";"326.462"
"2010";"GR";"G25";"3964"
"2010";"AG";"S10";"66412.103"
"2010";"AG";"G10";"16144.544"
"2010";"AG";"G15";"12950.686"
"2010";"AG";"G20";"20011.783"
"2010";"AG";"G25";"13583.69"
"2010";"TG";"S10";"26371.354"
"2010";"TG";"G10";"12597.764"
"2010";"TG";"G15";"4769.798"
"2010";"TG";"G20";"561.908"
"2010";"TG";"G25";"7382.949"
"2010";"TI";"S10";"35456.347"
"2010";"TI";"G10";"6255.52"
"2010";"TI";"G15";"12658.71"
"2010";"TI";"G20";"229.576"
"2010";"TI";"G25";"8280.627"
"2010";"VD";"S10";"59559.451"
"2010";"VD";"G10";"21458.371"
"2010";"VD";"G15";"24929.906"
"2010";"VD";"G20";"1552.615"
"2010";"VD";"G25";"6455.924"
"2010";"VS";"S10";"26324.177"
"2010";"VS";"G10";"6900.494"
"2010";"VS";"G15";"9714.539"
"2010";"VS";"G20";"238.875"
"2010";"VS";"G25";"8219.928"
"2010";"NE";"S10";"11525.274"
"2010";"NE";"G10";"5156.094"
"2010";"NE";"G15";"3935.192"
"2010";"NE";"G20";"211.415"
"2010";"NE";"G25";"1303.26"
"2010";"GE";"S10";"37280.973"
"2010";"GE";"G10";"7489.445"
"2010";"GE";"G15";"20876.913"
"2010";"GE";"G20";"307.821"
"2010";"GE";"G25";"2656.484"
"2010";"JU";"S10";"5774.199"
"2010";"JU";"G10";"1474.79"
"2010";"JU";"G15";"1470.308"
"2010";"JU";"G20";"787.324"
"2010";"JU";"G25";"1890.52"
"2011";"CHE1";"S10";"796673.56"
"2011";"CHE1";"G10";"275730.061"
"2011";"CHE1";"G15";"240575.004"
"2011";"CHE1";"G20";"80463.69"
"2011";"CHE1";"G25";"128526.759"
"2011";"ZH";"S10";"153136.106"
"2011";"ZH";"G10";"66063.249"
"2011";"ZH";"G15";"53737.414"
"2011";"ZH";"G20";"9757.329"
"2011";"ZH";"G25";"9155.628"
"2011";"BE";"S10";"86178.974"
"2011";"BE";"G10";"16366.786"
"2011";"BE";"G15";"29034.303"
"2011";"BE";"G20";"21150.486"
"2011";"BE";"G25";"12133.66"
"2011";"LU";"S10";"36966.035"
"2011";"LU";"G10";"16156.864"
"2011";"LU";"G15";"7571.519"
"2011";"LU";"G20";"4772.359"
"2011";"LU";"G25";"6927.013"
"2011";"UR";"S10";"3174.765"
"2011";"UR";"G10";"1737.249"
"2011";"UR";"G15";"495.54"
"2011";"UR";"G20";"20.82"
"2011";"UR";"G25";"890.903"
"2011";"SZ";"S10";"18716.435"
"2011";"SZ";"G10";"10152.589"
"2011";"SZ";"G15";"3501.863"
"2011";"SZ";"G20";"1245.712"
"2011";"SZ";"G25";"2406.202"
"2011";"OW";"S10";"3749.953"
"2011";"OW";"G10";"2424.306"
"2011";"OW";"G15";"444.626"
"2011";"OW";"G20";"139.972"
"2011";"OW";"G25";"690.778"
"2011";"NW";"S10";"4341.224"
"2011";"NW";"G10";"2359.018"
"2011";"NW";"G15";"758.551"
"2011";"NW";"G20";"56.022"
"2011";"NW";"G25";"1044.082"
"2011";"GL";"S10";"3545.494"
"2011";"GL";"G10";"1952.828"
"2011";"GL";"G15";"528.095"
"2011";"GL";"G20";"366.711"
"2011";"GL";"G25";"426.324"
"2011";"ZG";"S10";"16187.363"
"2011";"ZG";"G10";"8697.622"
"2011";"ZG";"G15";"3752.904"
"2011";"ZG";"G20";"279.866"
"2011";"ZG";"G25";"2705.708"
"2011";"FR";"S10";"25452.09"
"2011";"FR";"G10";"9107.579"
"2011";"FR";"G15";"6791.047"
"2011";"FR";"G20";"1607.915"
"2011";"FR";"G25";"6447.47"
"2011";"SO";"S10";"26926.049"
"2011";"SO";"G10";"3610.447"
"2011";"SO";"G15";"6544.602"
"2011";"SO";"G20";"7080.572"
"2011";"SO";"G25";"7562.995"
"2011";"BS";"S10";"15636.449"
"2011";"BS";"G10";"6704.968"
"2011";"BS";"G15";"4851.975"
"2011";"BS";"G20";"378.034"
"2011";"BS";"G25";"807.992"
"2011";"BL";"S10";"31098.345"
"2011";"BL";"G10";"14426.282"
"2011";"BL";"G15";"8602.654"
"2011";"BL";"G20";"1127.941"
"2011";"BL";"G25";"3283.97"
"2011";"SH";"S10";"7612.326"
"2011";"SH";"G10";"3126.88"
"2011";"SH";"G15";"1761.104"
"2011";"SH";"G20";"1608.222"
"2011";"SH";"G25";"559.772"
"2011";"AR";"S10";"4852.852"
"2011";"AR";"G10";"1406.189"
"2011";"AR";"G15";"1566.791"
"2011";"AR";"G20";"282.476"
"2011";"AR";"G25";"1416.515"
"2011";"AI";"S10";"1543.459"
"2011";"AI";"G10";"1083.123"
"2011";"AI";"G15";"124.025"
"2011";"AI";"G20";"99.005"
"2011";"AI";"G25";"219.114"
"2011";"SG";"S10";"45803.92"
"2011";"SG";"G10";"15724.064"
"2011";"SG";"G15";"7641.465"
"2011";"SG";"G20";"4779.628"
"2011";"SG";"G25";"14100.29"
"2011";"GR";"S10";"26448.49"
"2011";"GR";"G10";"12218.486"
"2011";"GR";"G15";"7773.011"
"2011";"GR";"G20";"294.617"
"2011";"GR";"G25";"4166.711"
"2011";"AG";"S10";"69892.865"
"2011";"AG";"G10";"16732.127"
"2011";"AG";"G15";"13577.125"
"2011";"AG";"G20";"21204.188"
"2011";"AG";"G25";"14348.999"
"2011";"TG";"S10";"27619.87"
"2011";"TG";"G10";"13011.924"
"2011";"TG";"G15";"4898.911"
"2011";"TG";"G20";"577.932"
"2011";"TG";"G25";"7948.451"
"2011";"TI";"S10";"37539.516"
"2011";"TI";"G10";"6467.822"
"2011";"TI";"G15";"12983.003"
"2011";"TI";"G20";"232.249"
"2011";"TI";"G25";"9009.26"
"2011";"VD";"S10";"63474.921"
"2011";"VD";"G10";"23253.962"
"2011";"VD";"G15";"25881.348"
"2011";"VD";"G20";"1721.05"
"2011";"VD";"G25";"7047.997"
"2011";"VS";"S10";"28332.245"
"2011";"VS";"G10";"7587.556"
"2011";"VS";"G15";"9754.975"
"2011";"VS";"G20";"263.86"
"2011";"VS";"G25";"8956.877"
"2011";"NE";"S10";"12086.734"
"2011";"NE";"G10";"5534.082"
"2011";"NE";"G15";"3975.105"
"2011";"NE";"G20";"169.538"
"2011";"NE";"G25";"1405.005"
"2011";"GE";"S10";"40304.636"
"2011";"GE";"G10";"8254.088"
"2011";"GE";"G15";"22533.008"
"2011";"GE";"G20";"466.635"
"2011";"GE";"G25";"2831.665"
"2011";"JU";"S10";"6052.444"
"2011";"JU";"G10";"1569.971"
"2011";"JU";"G15";"1490.04"
"2011";"JU";"G20";"780.551"
"2011";"JU";"G25";"2033.378"
"2012";"CHE1";"S10";"833688.421"
"2012";"CHE1";"G10";"289822.479"
"2012";"CHE1";"G15";"252146.139"
"2012";"CHE1";"G20";"83307.479"
"2012";"CHE1";"G25";"135599.087"
"2012";"ZH";"S10";"160207.204"
"2012";"ZH";"G10";"67684.35"
"2012";"ZH";"G15";"59184.051"
"2012";"ZH";"G20";"10261.682"
"2012";"ZH";"G25";"9794.124"
"2012";"BE";"S10";"89899.949"
"2012";"BE";"G10";"17632.659"
"2012";"BE";"G15";"29755.223"
"2012";"BE";"G20";"21912.192"
"2012";"BE";"G25";"12760.586"
"2012";"LU";"S10";"38556.433"
"2012";"LU";"G10";"17012.498"
"2012";"LU";"G15";"7882.673"
"2012";"LU";"G20";"4813.449"
"2012";"LU";"G25";"7314.373"
"2012";"UR";"S10";"3324.982"
"2012";"UR";"G10";"1828.481"
"2012";"UR";"G15";"497.758"
"2012";"UR";"G20";"22.437"
"2012";"UR";"G25";"940.967"
"2012";"SZ";"S10";"19394.51"
"2012";"SZ";"G10";"10467.831"
"2012";"SZ";"G15";"3695.877"
"2012";"SZ";"G20";"1279.873"
"2012";"SZ";"G25";"2507.215"
"2012";"OW";"S10";"3905.271"
"2012";"OW";"G10";"2537.207"
"2012";"OW";"G15";"452.764"
"2012";"OW";"G20";"144.161"
"2012";"OW";"G25";"721.216"
"2012";"NW";"S10";"4432.381"
"2012";"NW";"G10";"2405.144"
"2012";"NW";"G15";"763.217"
"2012";"NW";"G20";"61.277"
"2012";"NW";"G25";"1071.046"
"2012";"GL";"S10";"3682.787"
"2012";"GL";"G10";"2040.888"
"2012";"GL";"G15";"527.276"
"2012";"GL";"G20";"383.42"
"2012";"GL";"G25";"456.183"
"2012";"ZG";"S10";"16413.655"
"2012";"ZG";"G10";"8595.173"
"2012";"ZG";"G15";"4020.684"
"2012";"ZG";"G20";"280.639"
"2012";"ZG";"G25";"2816.771"
"2012";"FR";"S10";"26904.676"
"2012";"FR";"G10";"9881.753"
"2012";"FR";"G15";"6895.143"
"2012";"FR";"G20";"1677.663"
"2012";"FR";"G25";"6908.729"
"2012";"SO";"S10";"27711.902"
"2012";"SO";"G10";"3834.435"
"2012";"SO";"G15";"6592.755"
"2012";"SO";"G20";"7224.332"
"2012";"SO";"G25";"7856.787"
"2012";"BS";"S10";"15720.326"
"2012";"BS";"G10";"6539.582"
"2012";"BS";"G15";"4936.988"
"2012";"BS";"G20";"403.813"
"2012";"BS";"G25";"897.234"
"2012";"BL";"S10";"32256.79"
"2012";"BL";"G10";"14924.344"
"2012";"BL";"G15";"8792.423"
"2012";"BL";"G20";"1173.407"
"2012";"BL";"G25";"3478.248"
"2012";"SH";"S10";"7848.675"
"2012";"SH";"G10";"3283.286"
"2012";"SH";"G15";"1755.695"
"2012";"SH";"G20";"1626.776"
"2012";"SH";"G25";"613.248"
"2012";"AR";"S10";"5152.621"
"2012";"AR";"G10";"1499.499"
"2012";"AR";"G15";"1527.563"
"2012";"AR";"G20";"379.077"
"2012";"AR";"G25";"1541.926"
"2012";"AI";"S10";"1525.471"
"2012";"AI";"G10";"1123.309"
"2012";"AI";"G15";"122.1"
"2012";"AI";"G20";"29.458"
"2012";"AI";"G25";"228.193"
"2012";"SG";"S10";"48121.867"
"2012";"SG";"G10";"17091.261"
"2012";"SG";"G15";"7658.048"
"2012";"SG";"G20";"4988.205"
"2012";"SG";"G25";"14744.74"
"2012";"GR";"S10";"28266.238"
"2012";"GR";"G10";"13435.807"
"2012";"GR";"G15";"8092.342"
"2012";"GR";"G20";"331.304"
"2012";"GR";"G25";"4377.714"
"2012";"AG";"S10";"72954.32"
"2012";"AG";"G10";"18045.903"
"2012";"AG";"G15";"13973.901"
"2012";"AG";"G20";"21855.359"
